raw_url,normalised_url,source_export,gsc_issue,last_crawled,current_status,redirect_chain,final_url,final_status,declared_canonical,in_sitemap,current_route_exists,classification,recommended_action,priority,evidence,notes
"https://travel.mitchchadban.com/4-days-in-bologna-the-fat-city's-table","travel.mitchchadban.com/4-days-in-bologna-the-fat-city-s-table","Coverage-Validation (1)","Not found (404)","2026-06-30","404","404","https://travel.mitchchadban.com/4-days-in-bologna-the-fat-city's-table","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://mitchchadban.com/ilustración-comercial-(digital-y-impresa)/","mitchchadban.com/ilustraci-n-comercial-digital-y-impresa","Coverage-Validation (1)","Not found (404)","2026-06-30","404","404","https://mitchchadban.com/ilustraci%C3%B3n-comercial-(digital-y-impresa)/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://travel.mitchchadban.com/4-days-in-valencia-—-where-the-river-became-a-garden","travel.mitchchadban.com/4-days-in-valencia-where-the-river-became-a-garden","Coverage-Validation (1)","Not found (404)","2026-06-23","404","404","https://travel.mitchchadban.com/4-days-in-valencia-%E2%80%94-where-the-river-became-a-garden","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://travel.mitchchadban.com/san-marino-a-day-trip-upon-the-rock-of-the-oldest-republic","travel.mitchchadban.com/san-marino-a-day-trip-upon-the-rock-of-the-oldest-republic","Coverage-Validation (1)","Not found (404)","2026-06-23","404","404","https://travel.mitchchadban.com/san-marino-a-day-trip-upon-the-rock-of-the-oldest-republic","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://travel.mitchchadban.com/1-day-in-tarragona-sitges-roman-stone-and-seaside-light","travel.mitchchadban.com/1-day-in-tarragona-sitges-roman-stone-and-seaside-light","Coverage-Validation (1)","Not found (404)","2026-06-22","404","404","https://travel.mitchchadban.com/1-day-in-tarragona-sitges-roman-stone-and-seaside-light","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://travel.mitchchadban.com/5-days-in-lisbon-seven-hills-and-the-sound-of-fado","travel.mitchchadban.com/5-days-in-lisbon-seven-hills-and-the-sound-of-fado","Coverage-Validation (1)","Not found (404)","2026-06-21","404","404","https://travel.mitchchadban.com/5-days-in-lisbon-seven-hills-and-the-sound-of-fado","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://travel.mitchchadban.com/rome-six-days-at-the-table-of-empires","travel.mitchchadban.com/rome-six-days-at-the-table-of-empires","Coverage-Validation (1)","Not found (404)","2026-06-20","404","404","https://travel.mitchchadban.com/rome-six-days-at-the-table-of-empires","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://travel.mitchchadban.com/tangier-at-the-edge-of-two-worlds","travel.mitchchadban.com/tangier-at-the-edge-of-two-worlds","Coverage-Validation (1)","Not found (404)","2026-06-20","404","404","https://travel.mitchchadban.com/tangier-at-the-edge-of-two-worlds","404","","no","no","Travel-subdomain issue","No action this sprint — belongs to travel.mitchchadban.com (separate project).","Ignore/monitor","Host=travel subdomain; live=404; chain=404. Out of main-site scope.",""
"https://mitchchadban.com/complete-ai-search-strategy-guide/","mitchchadban.com/complete-ai-search-strategy-guide","Coverage-Validation (1)","Not found (404)","2026-06-20","404","404","https://mitchchadban.com/complete-ai-search-strategy-guide/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/Social-Media-Design-That-Doesn-t-Look-Like-Everyone-Else","mitchchadban.com/social-media-design-that-doesn-t-look-like-everyone-else","Coverage-Validation (1)","Not found (404)","2026-06-06","308","308>308>200 -> https://mitchchadban.com/social-media-design-that-doesnt-look-like-everyone-else/","https://mitchchadban.com/social-media-design-that-doesnt-look-like-everyone-else/","200","https://mitchchadban.com/social-media-design-that-doesnt-look-like-everyone-else/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/social-media-design-that-doesnt-look-like-everyone-else/ (in sitemap). Redirect reaches canonical. impr=4.",""
"https://mitchchadban.com/Portrait-Commissions-Digital-Print","mitchchadban.com/portrait-commissions-digital-print","Coverage-Validation (1)","Not found (404)","2026-06-05","308","308>308>200 -> https://mitchchadban.com/portrait-commissions-digital-and-print/","https://mitchchadban.com/portrait-commissions-digital-and-print/","200","https://mitchchadban.com/portrait-commissions-digital-and-print/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/portrait-commissions-digital-and-print/ (in sitemap). Redirect reaches canonical. impr=1.",""
"https://mitchchadban.com/Commercial-Illustration-Digital-Print","mitchchadban.com/commercial-illustration-digital-print","Coverage-Validation (1)","Not found (404)","2026-06-04","308","308>308>200 -> https://mitchchadban.com/commercial-illustration-digital-and-print/","https://mitchchadban.com/commercial-illustration-digital-and-print/","200","https://mitchchadban.com/commercial-illustration-digital-and-print/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/commercial-illustration-digital-and-print/ (in sitemap). Redirect reaches canonical. impr=1.",""
"https://mitchchadban.com/Branding-Designer-Logos-Visual-Identity","mitchchadban.com/branding-designer-logos-visual-identity","Coverage-Validation (1)","Not found (404)","2026-05-28","308","308>308>200 -> https://mitchchadban.com/branding-designer-logos-and-visual-identity/","https://mitchchadban.com/branding-designer-logos-and-visual-identity/","200","https://mitchchadban.com/branding-designer-logos-and-visual-identity/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/branding-designer-logos-and-visual-identity/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/The-Marketing-Collateral-Checklist-What-You-Need","mitchchadban.com/the-marketing-collateral-checklist-what-you-need","Coverage-Validation (1)","Not found (404)","2026-05-16","308","308>308>200 -> https://mitchchadban.com/the-marketing-collateral-checklist-what-you-need/","https://mitchchadban.com/the-marketing-collateral-checklist-what-you-need/","200","https://mitchchadban.com/the-marketing-collateral-checklist-what-you-need/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/the-marketing-collateral-checklist-what-you-need/ (in sitemap). Redirect reaches canonical. impr=18.",""
"https://mitchchadban.com/Portrait-Commissions-Digital-Print-Mitch-Chadban","mitchchadban.com/portrait-commissions-digital-print-mitch-chadban","Coverage-Validation (1)","Not found (404)","2026-04-06","308","308>308>200 -> https://mitchchadban.com/portrait-commissions-digital-and-print/","https://mitchchadban.com/portrait-commissions-digital-and-print/","200","https://mitchchadban.com/portrait-commissions-digital-and-print/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/portrait-commissions-digital-and-print/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/SEO-for-SaaS-Startups-Mitch-Chadban","mitchchadban.com/seo-for-saas-startups-mitch-chadban","Coverage-Validation (1)","Not found (404)","2026-03-19","308","308>308>200 -> https://mitchchadban.com/seo-for-saas-startups/","https://mitchchadban.com/seo-for-saas-startups/","200","https://mitchchadban.com/seo-for-saas-startups/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/seo-for-saas-startups/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/Landing","mitchchadban.com/landing","Coverage-Validation (1)","Not found (404)","2026-03-18","308","308>404 -> https://mitchchadban.com/Landing/","https://mitchchadban.com/Landing/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/About-3","mitchchadban.com/about-3","Coverage-Validation (1)","Not found (404)","2026-03-05","308","308>308>200 -> https://mitchchadban.com/about/","https://mitchchadban.com/about/","200","https://mitchchadban.com/about/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/about/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/Blog-Feed","mitchchadban.com/blog-feed","Coverage-Validation (1)","Not found (404)","2026-02-21","308","308>308>200 -> https://mitchchadban.com/blogs-resources/","https://mitchchadban.com/blogs-resources/","200","https://mitchchadban.com/blogs-resources/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/blogs-resources/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/Front-page","mitchchadban.com/front-page","Coverage-Validation (1)","Not found (404)","2026-01-31","308","308>308>200 -> https://mitchchadban.com/","https://mitchchadban.com/","200","https://mitchchadban.com/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/home","mitchchadban.com/home","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/home/","https://mitchchadban.com/home/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /home → / (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/). impr=0, pos=. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/services","mitchchadban.com/services","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/services/","https://mitchchadban.com/services/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /services → /services-main/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/services-main/). impr=0, pos=. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/Karl-Jacobs","mitchchadban.com/karl-jacobs","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/Karl-Jacobs/","https://mitchchadban.com/Karl-Jacobs/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Karl-Jacobs → /karl-jacobs/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/karl-jacobs/). impr=8, pos=7.88. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/diseño-gráfico-para-empresas-(limpio,-premium-y-listo-para-usar)","mitchchadban.com/dise-o-gr-fico-para-empresas-limpio-premium-y-listo-para-usar","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/dise%C3%B1o-gr%C3%A1fico-para-empresas-(limpio,-premium-y-listo-para-usar)/","https://mitchchadban.com/dise%C3%B1o-gr%C3%A1fico-para-empresas-(limpio,-premium-y-listo-para-usar)/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /diseño-gráfico-para-empresas-(limpio,-premium-y-listo-para-usar) → /diseno-grafico-para-empresas/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/diseno-grafico-para-empresas/). impr=0, pos=. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/growth-marketing-para-saas-y-startups-(estrategia- 
-ejecución)","mitchchadban.com/growth-marketing-para-saas-y-startups-estrategia-ejecuci-n","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/growth-marketing-para-saas-y-startups-(estrategia-%20-ejecuci%C3%B3n)/","https://mitchchadban.com/growth-marketing-para-saas-y-startups-(estrategia-%20-ejecuci%C3%B3n)/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /growth-marketing-para-saas-y-startups-(estrategia- -ejecución) → /growth-marketing-para-saas-y-startups/ (also add slash + non-slash source variants).","P1","chain=308>404 (404). Clear current equivalent exists (/growth-marketing-para-saas-y-startups/). impr=55, pos=22.29. No redirect rule matches this variant.","Cargo ""+""→space artifact: the %2B/encoded variant redirects, but the space (%20) variant has no rule."
"https://mitchchadban.com/Archive","mitchchadban.com/archive","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/Archive/","https://mitchchadban.com/Archive/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Archive → /archive/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/archive/). impr=10, pos=6.2. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/Newy-Fried-Chicken","mitchchadban.com/newy-fried-chicken","Coverage-Validation (1)","Not found (404)","2026-07-11","308","308>404 -> https://mitchchadban.com/Newy-Fried-Chicken/","https://mitchchadban.com/Newy-Fried-Chicken/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Newy-Fried-Chicken → /newy-fried-chicken/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/newy-fried-chicken/). impr=4, pos=8.75. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/commercial-illustration-(digital- -print)","mitchchadban.com/commercial-illustration-digital-print","Coverage-Validation (1); Coverage-Validation (2)","Not found (404) + Page with redirect","2026-07-11","308","308>404 -> https://mitchchadban.com/commercial-illustration-(digital-%20-print)/","https://mitchchadban.com/commercial-illustration-(digital-%20-print)/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /commercial-illustration-(digital- -print) → /commercial-illustration-digital-and-print/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/commercial-illustration-digital-and-print/). impr=1, pos=8. No redirect rule matches this variant.","Cargo ""+""→space artifact: the %2B/encoded variant redirects, but the space (%20) variant has no rule."
"https://mitchchadban.com/Mobile-nav","mitchchadban.com/mobile-nav","Coverage-Validation (1)","Not found (404)","2026-07-10","308","308>404 -> https://mitchchadban.com/Mobile-nav/","https://mitchchadban.com/Mobile-nav/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=3. Retired artifact.",""
"https://mitchchadban.com/best-growth-marketing-channels-for-2026-(australia)","mitchchadban.com/best-growth-marketing-channels-for-2026-australia","Coverage-Validation (1); Coverage-Validation (2)","Not found (404) + Page with redirect","2026-07-10","308","308>308>200 -> https://mitchchadban.com/best-growth-marketing-channels-australia-2026/","https://mitchchadban.com/best-growth-marketing-channels-australia-2026/","200","https://mitchchadban.com/best-growth-marketing-channels-australia-2026/","yes","yes","Current live page with stale GSC status","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/best-growth-marketing-channels-australia-2026/ (in sitemap). Redirect reaches canonical. impr=143.",""
"https://mitchchadban.com/Johnny-Bird","mitchchadban.com/johnny-bird","Coverage-Validation (1)","Not found (404)","2026-07-10","308","308>404 -> https://mitchchadban.com/Johnny-Bird/","https://mitchchadban.com/Johnny-Bird/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Johnny-Bird → /johnny-bird/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/johnny-bird/). impr=6, pos=7.17. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/casa","mitchchadban.com/casa","Coverage-Validation (1)","Not found (404)","2026-07-10","308","308>404 -> https://mitchchadban.com/casa/","https://mitchchadban.com/casa/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/Paragon-BM","mitchchadban.com/paragon-bm","Coverage-Validation (1)","Not found (404)","2026-07-10","308","308>404 -> https://mitchchadban.com/Paragon-BM/","https://mitchchadban.com/Paragon-BM/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Paragon-BM → /paragon-bm/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/paragon-bm/). impr=30, pos=6.77. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/consultor-seo-para-saas-en-australia-—-pensado-para-pipeline,-no-solo-para-rankings","mitchchadban.com/consultor-seo-para-saas-en-australia-pensado-para-pipeline-no-solo-para-rankings","Coverage-Validation (1)","Not found (404)","2026-07-08","308","308>404 -> https://mitchchadban.com/consultor-seo-para-saas-en-australia-%E2%80%94-pensado-para-pipeline,-no-solo-para-rankings/","https://mitchchadban.com/consultor-seo-para-saas-en-australia-%E2%80%94-pensado-para-pipeline,-no-solo-para-rankings/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/casa-menu","mitchchadban.com/casa-menu","Coverage-Validation (1)","Not found (404)","2026-07-08","308","308>404 -> https://mitchchadban.com/casa-menu/","https://mitchchadban.com/casa-menu/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/pie-de-página","mitchchadban.com/pie-de-p-gina","Coverage-Validation (1)","Not found (404)","2026-07-07","308","308>404 -> https://mitchchadban.com/pie-de-p%C3%A1gina/","https://mitchchadban.com/pie-de-p%C3%A1gina/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/Technical-SEO-Checklist-Plain-English","mitchchadban.com/technical-seo-checklist-plain-english","Coverage-Validation (1)","Not found (404)","2026-07-07","308","308>404 -> https://mitchchadban.com/Technical-SEO-Checklist-Plain-English/","https://mitchchadban.com/Technical-SEO-Checklist-Plain-English/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Technical-SEO-Checklist-Plain-English → /technical-seo-checklist-plain-english/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/technical-seo-checklist-plain-english/). impr=2, pos=2. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/spanish","mitchchadban.com/spanish","Coverage-Validation (1)","Not found (404)","2026-07-06","308","308>404 -> https://mitchchadban.com/spanish/","https://mitchchadban.com/spanish/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/commercial-illustration-(digital- -print)-copy-copy","mitchchadban.com/commercial-illustration-digital-print-copy-copy","Coverage-Validation (1)","Not found (404)","2026-07-06","308","308>404 -> https://mitchchadban.com/commercial-illustration-(digital-%20-print)-copy-copy/","https://mitchchadban.com/commercial-illustration-(digital-%20-print)-copy-copy/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/Main","mitchchadban.com/main","Coverage-Validation (1)","Not found (404)","2026-07-06","308","308>404 -> https://mitchchadban.com/Main/","https://mitchchadban.com/Main/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=1. Retired artifact.",""
"http://mitchchadban.com/Main","mitchchadban.com/main","Coverage-Validation (1)","Not found (404)","2026-07-06","308","308>308>404 -> https://mitchchadban.com/Main/","https://mitchchadban.com/Main/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/test-1","mitchchadban.com/test-1","Coverage-Validation (1)","Not found (404)","2026-07-06","308","308>404 -> https://mitchchadban.com/test-1/","https://mitchchadban.com/test-1/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/Blogs-Resources-Page-2","mitchchadban.com/blogs-resources-page-2","Coverage-Validation (1)","Not found (404)","2026-07-05","308","308>404 -> https://mitchchadban.com/Blogs-Resources-Page-2/","https://mitchchadban.com/Blogs-Resources-Page-2/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Blogs-Resources-Page-2 → /blogs-resources/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/blogs-resources/). impr=3, pos=2. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/cabeza-mobile","mitchchadban.com/cabeza-mobile","Coverage-Validation (1)","Not found (404)","2026-07-05","308","308>404 -> https://mitchchadban.com/cabeza-mobile/","https://mitchchadban.com/cabeza-mobile/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/commercial-illustration-(digital- -print)-copy","mitchchadban.com/commercial-illustration-digital-print-copy","Coverage-Validation (1)","Not found (404)","2026-07-04","308","308>404 -> https://mitchchadban.com/commercial-illustration-(digital-%20-print)-copy/","https://mitchchadban.com/commercial-illustration-(digital-%20-print)-copy/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/Services-Main","mitchchadban.com/services-main","Coverage-Validation (1)","Not found (404)","2026-07-04","308","308>404 -> https://mitchchadban.com/Services-Main/","https://mitchchadban.com/Services-Main/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /Services-Main → /services-main/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/services-main/). impr=7, pos=6.29. No redirect rule matches this variant.","Capitalised/legacy title-case variant: no case-insensitive redirect rule; Vercel paths are case-sensitive."
"https://mitchchadban.com/home-menu","mitchchadban.com/home-menu","Coverage-Validation (1)","Not found (404)","2026-07-04","308","308>404 -> https://mitchchadban.com/home-menu/","https://mitchchadban.com/home-menu/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=308>404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/consultor-seo-para-saas-en-espana-—-pensado-para-pipeline,-no-solo-para-rankings","mitchchadban.com/consultor-seo-para-saas-en-espana-pensado-para-pipeline-no-solo-para-rankings","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>308>200 -> https://mitchchadban.com/consultor-seo-para-saas-en-espana/","https://mitchchadban.com/consultor-seo-para-saas-en-espana/","200","https://mitchchadban.com/consultor-seo-para-saas-en-espana/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/consultor-seo-para-saas-en-espana/ (in sitemap). Redirect reaches canonical. impr=3.",""
"https://mitchchadban.com/consultor-seo-para-saas-en-espana-—-pensado-para-pipeline,-no-solo-para-rankings/","mitchchadban.com/consultor-seo-para-saas-en-espana-pensado-para-pipeline-no-solo-para-rankings","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/consultor-seo-para-saas-en-espana/","https://mitchchadban.com/consultor-seo-para-saas-en-espana/","200","https://mitchchadban.com/consultor-seo-para-saas-en-espana/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/consultor-seo-para-saas-en-espana/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you","mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","200","https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/ (in sitemap). Redirect reaches canonical. impr=28.",""
"https://mitchchadban.com/how-to-brief-an-seo-consultant-(and-actually-get-results)/","mitchchadban.com/how-to-brief-an-seo-consultant-and-actually-get-results","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/how-to-brief-an-seo-consultant/","https://mitchchadban.com/how-to-brief-an-seo-consultant/","200","https://mitchchadban.com/how-to-brief-an-seo-consultant/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/how-to-brief-an-seo-consultant/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/marketing-for-consultants-how-to-build-a-client-pipeline","mitchchadban.com/marketing-for-consultants-how-to-build-a-client-pipeline","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/marketing-for-consultants-how-to-build-a-client-pipeline/","https://mitchchadban.com/marketing-for-consultants-how-to-build-a-client-pipeline/","200","https://mitchchadban.com/marketing-for-consultants-how-to-build-a-client-pipeline/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/marketing-for-consultants-how-to-build-a-client-pipeline/ (in sitemap). Redirect reaches canonical. impr=0.",""
